,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
285,Thursday 21,11621,0.500555556,10515.86,4693.32,701.06,1057.36,782.79,8706.24,21008.37736,9376.221976,1400.563818,2112.372919,1563.842397,17393.15427,Thursday,21,4.330833866,40.06519766,54.96427427,43.1066577,-4.777826951,13.84105569,Thursday,21,22062.4847,6551.911788,903.7978751,1508.135464,1498.926386,15278.45483,285,2020,1,16,21,2020-01-16-21,116
286,Thursday 22,11622,0.670277778,12380.66,3743.94,706.53,798.11,747.6,7687.49,18470.93908,5585.654372,1054.085371,1190.715292,1115.358475,11469.11065,Thursday,22,-35.68304058,3.791045171,-11.67036847,-18.02453444,-0.931039592,-8.858769432,Thursday,22,18644.52701,6813.812321,1193.354204,1147.22353,1734.159209,12583.8883,286,2020,1,16,22,2020-01-16-22,116
287,Thursday 23,11623,0.924722222,9980.08,4415.34,551.52,1226.81,767.83,8201.08,10792.51667,4774.774407,596.416942,1326.679483,830.3358366,8868.695704,Thursday,23,-38.3914446,58.2883611,-2.727274796,0.36764334,1.257031056,19.05416052,Thursday,23,10658.53557,4757.284567,613.1389254,838.1408931,1347.760601,7449.295065,287,2020,1,16,23,2020-01-16-23,116
288,Friday 00,11700,0.999722222,5910.77,2539.1,355.46,666.49,606.78,4103.14,5912.412337,2539.805502,355.5587663,666.6751876,606.9485968,4104.280078,Friday,0,11.25421145,26.38159179,42.32495776,16.72970186,14.48943186,21.80099344,Friday,0,5164.155539,2175.800555,249.8217965,527.5097252,545.5511202,3369.660593,288,2020,1,17,0,2020-01-17-00,117
289,Friday 07,11707,0.973333333,14202.69,3179.61,589.84,654.93,815.01,9442.55,14591.80479,3266.722603,606,672.8732877,837.3390411,9701.25,Friday,7,-1.998522669,-12.3765378,-14.75765391,-21.14974976,-13.66944612,-13.77541313,Friday,7,16902.24855,4142.94513,710.9142671,767.9145183,854.4147128,11251.14118,289,2020,1,17,7,2020-01-17-07,117
290,Friday 08,11708,0.7775,12678.1,3365.65,444.89,825.45,755.54,8252.46,16306.23794,4328.810289,572.2057878,1061.672026,971.755627,10614.09646,Friday,8,-24.80037442,-17.16559276,-23.34510806,-14.21794452,-12.61436304,-13.77284911,Friday,8,18660.08936,5046.288836,746.4700208,1281.679994,1292.234661,12309.45979,290,2020,1,17,8,2020-01-17-08,117
291,Friday 09,11709,0.761388889,12419.48,3570.79,519.76,698.35,861.51,7748.3,16311.61182,4689.837286,682.647209,917.2053995,1131.497993,10176.53411,Friday,9,-8.542445787,-2.061095942,-21.54979409,-6.579401637,-15.82188788,-22.37863327,Friday,9,19377.4978,5020.131928,870.1662425,936.5077221,1237.183744,13110.48045,291,2020,1,17,9,2020-01-17-09,117
292,Friday 10,11710,0.788055556,12098.31,3327.15,451.2,722.86,761.48,7836.63,15352.10293,4221.973916,572.5484667,917.270356,966.2770532,9944.260839,Friday,10,-21.3856776,-15.39069546,-32.81269481,-18.55525109,-12.10127756,-19.52956047,Friday,10,17465.67242,5183.850368,852.1676306,1084.124685,1229.136147,12357.65692,292,2020,1,17,10,2020-01-17-10,117
293,Friday 11,11711,0.788055556,11124.12,3617.84,498.96,1088.12,694.79,7873.69,14115.90835,4590.843849,633.153331,1380.765597,881.6510398,9991.28798,Friday,11,-13.28537226,29.09694793,-25.15120396,-4.086460961,-18.31224459,-20.41693176,Friday,11,17280.32345,4786.439845,845.9098402,1069.557119,1016.727008,12554.5398,293,2020,1,17,11,2020-01-17-11,117
294,Friday 12,11712,0.779166667,11401.62,3514.17,424.75,871.22,835.78,7389.88,14633.09519,4510.164706,545.1336898,1118.143316,1072.658824,9484.337968,Friday,12,-1.991450349,3.690719853,-24.70772703,-7.03025105,-9.711299204,-17.39582322,Friday,12,16207.00604,4851.217473,724.0234201,1078.344636,1094.454338,11481.66877,294,2020,1,17,12,2020-01-17-12,117
295,Friday 13,11713,0.786944444,10427.85,3241.46,399.66,715.86,821.34,8956.32,13251.06248,4119.045535,507.8630427,909.6703142,1043.70773,11381.13378,Friday,13,-27.76251141,-23.03806797,-38.60976384,-24.2191839,-14.48998271,-12.16633654,Friday,13,15496.5031,5435.472652,827.2700587,1181.974374,1444.828372,12957.59887,295,2020,1,17,13,2020-01-17-13,117
296,Friday 14,11714,0.799444444,11276.34,4373.39,553,931.24,897.84,8086.98,14105.22029,5470.536484,691.7303683,1164.85893,1123.079917,10115.74983,Friday,14,0.979640078,23.60436225,7.938841485,24.08098643,-8.602472318,-12.21277999,Friday,14,15432.82477,4408.843483,640.8539862,942.4092392,1112.184511,11523.03242,296,2020,1,17,14,2020-01-17-14,117
297,Friday 15,11715,0.816944444,10878,3844.67,640.52,875.76,647.12,7976.64,13315.47093,4706.15845,784.0435226,1071.99456,792.1224073,9763.9932,Friday,15,-34.19753639,21.42737444,-16.20905131,-9.866969219,-18.02832801,-21.9206216,Friday,15,16243.99089,5221.347167,935.7138627,882.8277516,1203.788375,12505.2138,297,2020,1,17,15,2020-01-17-15,117
298,Friday 16,11716,0.700555556,12696.97,3525.97,699.76,905.5,593.26,8011.22,18124.14433,5033.105472,998.8643933,1292.545599,846.8421887,11435.52419,Friday,16,-35.800316,17.04004783,7.55881007,-10.89594327,-2.586392685,-13.47751306,Friday,16,18605.35179,5648.57051,928.668133,1104.361817,1319.075322,13216.82327,298,2020,1,17,16,2020-01-17-16,117
299,Friday 17,11717,0.618611111,12768.56,3703,485.79,814.92,794.77,9845.69,20640.68972,5985.990121,785.2914234,1317.338123,1284.765155,15915.79883,Friday,17,1.890335543,9.958511549,-6.294720813,3.158089824,1.774888411,15.23949509,Friday,17,20280.7294,5802.734552,838.0439504,1198.031971,1260.929359,13811.06262,299,2020,1,17,17,2020-01-17-17,117
300,Friday 18,11718,0.567777778,14126.06,3824.39,730.98,616.78,970.45,8993.58,24879.55773,6735.716243,1287.440313,1086.305284,1709.207436,15839.96477,Friday,18,15.74915657,-25.47880017,39.76111883,1.954791148,17.56128423,5.352747177,Friday,18,21163.05372,6606.571567,921.172014,1457.713089,1476.647854,15035.17013,300,2020,1,17,18,2020-01-17-18,117
301,Friday 19,11719,0.570277778,11698.55,4059.19,561.84,1076.59,852.01,8872.05,20513.77496,7117.917194,985.2040916,1887.834389,1494.026303,15557.41841,Friday,19,7.947145467,29.69425203,2.92837181,12.84185791,-10.06423466,0.668374475,Friday,19,22809.36276,6307.86955,957.1744644,1455.603744,1384.035026,15454.12697,301,2020,1,17,19,2020-01-17-19,117
302,Friday 20,11720,0.600555556,12172.46,3632.63,530.13,830.02,851.81,8317.81,20268.66605,6048.782609,882.7326549,1382.086957,1418.370028,13850.19241,Friday,20,-4.045922067,-10.24786756,-29.28266491,-18.60677958,-7.958982675,-9.382094185,Friday,20,22021.34074,7431.555819,1248.254977,1539.893169,1478.175872,15284.16739,302,2020,1,17,20,2020-01-17-20,117
303,Friday 21,11721,0.534444444,11219.96,4242.51,481.24,893.16,1064.24,7567.43,20993.68815,7938.168399,900.4490644,1671.193347,1991.301455,14159.43243,Friday,21,17.93388781,0.779103264,-24.62939286,7.662043457,-2.775391754,2.492787119,Friday,21,21592.97788,7373.228432,1194.695251,1658.273683,1688.489621,13815.05258,303,2020,1,17,21,2020-01-17-21,117
304,Friday 22,11722,0.690555556,11511.22,4693.65,544.67,922.4,1037.19,9474.93,16669.50603,6796.918745,788.7417538,1335.736122,1501.964602,13720.73532,Friday,22,16.46593207,-3.969651528,-13.21808813,9.179458543,-1.275469563,16.79152074,Friday,22,16884.86738,6225.455627,908.8780563,1390.952072,1289.617122,11748.05776,304,2020,1,17,22,2020-01-17-22,117
305,Friday 23,11723,0.954166667,11025.64,4154.79,748.45,859.89,909.92,7340.93,11555.2559,4354.365066,784.4017467,901.1947598,953.6279476,7693.551092,Friday,23,-13.16835771,-19.45706452,30.41546289,-5.176412186,5.276263895,5.316587585,Friday,23,10976.1265,4592.069511,601.46376,1118.89982,1098.249351,7305.165566,305,2020,1,17,23,2020-01-17-23,117
306,Saturday 00,11800,0.999722222,7201.81,2735.49,271.33,626.89,957.39,4784.61,7203.811059,2736.250069,271.4053904,627.0641845,957.6560156,4785.939428,Saturday,0,84.71386991,1.312114954,-26.60387599,7.402391779,21.32848773,25.28646829,Saturday,0,5937.444036,2547.662137,369.7816391,618.9429416,518.4537664,3819.997078,306,2020,1,18,0,2020-01-18-00,118
307,Saturday 07,11807,0.999722222,8640.48,1805.85,218.08,324.71,514.19,4810.15,8642.8808,1806.351764,218.1405946,324.8002223,514.3328702,4811.486524,Saturday,7,-24.44199785,-44.25499986,-60.53228436,-41.49799871,-30.50107491,-37.33217492,Saturday,7,12435.99205,3087.675164,552.706411,582.65355,680.7126388,7677.762102,307,2020,1,18,7,2020-01-18-07,118
308,Saturday 08,11808,0.819444444,13344.63,3363.02,519.62,787.75,725.73,7842,16284.9722,4104.024407,634.1125424,961.3220339,885.6366102,9569.898305,Saturday,8,-8.723495708,8.851570757,-8.764369924,-2.918059244,-8.845430149,-11.61850712,Saturday,8,17865.22851,4227.381916,695.0273066,883.1494366,970.2788434,10827.94372,308,2020,1,18,8,2020-01-18-08,118
309,Saturday 09,11809,0.664722222,12690.28,3549.61,627.42,702.09,878.57,8551.32,19091.10238,5339.989971,943.8829921,1056.215629,1321.709987,12864.50146,Saturday,9,15.16636411,-10.23116793,6.025326302,-1.24926864,-0.900899974,2.594842444,Saturday,9,19264.65768,5407.544731,890.2429495,1176.595044,1147.652787,12539.13078,309,2020,1,18,9,2020-01-18-09,118
310,Saturday 10,11810,0.631388889,9551.46,3122.98,490.08,724.74,747.91,6086.86,15127.69732,4946.206775,776.1935768,1147.850418,1184.547294,9640.429388,Saturday,10,4.152784431,7.185912797,1.966091734,-2.559284192,-17.15716007,-18.79091622,Saturday,10,18260.71792,5076.119089,761.2271526,1070.896714,1137.316972,11871.12197,310,2020,1,18,10,2020-01-18-10,118
311,Saturday 11,11811,0.669444444,10791.05,3144.83,644.04,698.2,640.71,8246.33,16119.41079,4697.671369,962.0514523,1042.954357,957.0771784,12318.16929,Saturday,11,-27.4209829,-17.04041822,21.46323782,-16.85632008,-4.80275083,3.86406425,Saturday,11,16932.64346,5650.064291,792.0515454,1257.183721,1318.669247,11859.89532,311,2020,1,18,11,2020-01-18-11,118
312,Saturday 12,11812,0.6375,10999.31,2673.81,414.3,727.66,468.03,6491.62,17253.81961,4194.211765,649.8823529,1141.427451,734.1647059,10182.93333,Saturday,12,-29.51823538,-14.5098942,-4.443473305,-21.84855911,3.717937074,-15.04207915,Saturday,12,16635.32856,5366.77471,680.1025272,1335.157373,1041.637805,11985.85515,312,2020,1,18,12,2020-01-18-12,118
313,Saturday 13,11813,0.618611111,9538.91,3882.19,723.92,877.59,630.85,6802.17,15419.88145,6275.655141,1170.234396,1418.645712,1019.784463,10995.87427,Saturday,13,-2.682039415,10.27072914,39.98911822,13.52385993,-9.759305215,-3.810981999,Saturday,13,17087.50303,5528.049474,835.9466871,1286.511591,1047.889267,11431.52773,313,2020,1,18,13,2020-01-18-13,118
314,Saturday 14,11814,0.551944444,8542.59,2999.41,422.51,765.38,660.17,6136.57,15477.26422,5434.260695,765.4937091,1386.697534,1196.080523,11118.09361,Saturday,14,5.831125252,19.8023833,5.753542207,-2.817221711,-1.844139691,-7.393559766,Saturday,14,15768.04907,5591.793927,723.8468737,1157.487435,1130.178405,12005.74558,314,2020,1,18,14,2020-01-18-14,118
315,Saturday 15,11815,0.568333333,8702.76,2952.66,337.61,766.18,695.77,5654.16,15312.77419,5195.296188,594.0351906,1348.117302,1224.228739,9948.668622,Saturday,15,9.565922704,10.70623764,-41.98359316,-21.66599334,-2.518559169,-12.45304894,Saturday,15,15708.39953,6632.235997,1023.908965,1217.742858,1117.344434,11363.80936,315,2020,1,18,15,2020-01-18-15,118
316,Saturday 16,11816,0.485277778,8933.02,3596.04,335.68,631.89,683.6,5161.87,18408.05495,7410.271322,691.7275329,1302.120206,1408.677733,10636.93875,Saturday,16,-16.73025039,-34.74930941,-30.93116514,-10.10235418,-15.72310241,-27.24546203,Saturday,16,21842.35001,8243.009319,1001.504563,1995.565402,1691.704058,14620.30967,316,2020,1,18,16,2020-01-18-16,118
317,Saturday 17,11817,0.519166667,9034.6,3916.28,539.99,891.98,680.89,6581.73,17402.11878,7543.396469,1040.109149,1718.099518,1311.505618,12677.48957,Saturday,17,2.599854122,3.523210035,9.048040675,9.564609474,-9.486742242,-3.870966055,Saturday,17,19226.04402,6884.884184,953.8081958,1659.627361,1278.2724,13187.99227,317,2020,1,18,17,2020-01-18-17,118
318,Saturday 18,11818,0.528888889,10079.27,3306.97,451.18,658,884.42,6629.65,19057.44328,6252.67437,853.0714286,1244.117647,1672.222689,12535.05252,Saturday,18,1.403175829,-15.92646472,-2.721887828,-13.68966295,-13.00899701,-6.05660201,Saturday,18,21907.37274,7244.409631,876.9407727,1479.796993,1649.083153,13343.19685,318,2020,1,18,18,2020-01-18-18,118
319,Saturday 19,11819,0.473888889,10311.53,3895.04,655.79,1175.5,643.79,6100.81,21759.38335,8219.310668,1383.847597,2480.539273,1358.525205,12873.92497,Saturday,19,-10.53907093,79.61065694,61.73473909,13.51854903,10.97743503,1.052758016,Saturday,19,19607.03394,7240.500111,855.6279278,1381.06464,1518.568183,12739.80565,319,2020,1,18,19,2020-01-18-19,118
320,Saturday 20,11820,0.549444444,10543.52,4706.8,530.12,1122.76,1068.96,6143.31,19189.41962,8566.471183,964.8291203,2043.445905,1945.528817,11180.94843,Saturday,20,28.41414736,61.46703251,7.740100719,23.26093891,0.313193747,-6.34418134,Saturday,20,19129.5072,6949.866891,895.5153317,1265.549923,1515.042429,11938.33826,320,2020,1,18,20,2020-01-18-20,118
321,Saturday 21,11821,0.646388889,11225.93,3932.07,619.71,801.1,919.58,6811.17,17367.14568,6083.133648,958.726257,1239.346798,1422.642028,10537.26343,Saturday,21,6.963371152,-8.086221985,2.908957857,-3.50850187,3.83015942,-13.52054172,Saturday,21,16726.49428,6304.320864,931.6256592,1348.379781,1330.027292,12184.70101,321,2020,1,18,21,2020-01-18-21,118
322,Saturday 22,11822,0.316111111,4189.7,1912.04,239.04,427.44,510.12,3011.99,13253.88401,6048.632689,756.1898067,1352.182777,1613.73638,9528.26362,Saturday,22,23.24314726,5.097556277,-9.201440252,8.593261246,-5.628574325,4.2635673,Saturday,22,14044.38252,5569.988984,832.8213672,1286.597733,1309.39238,9138.631899,322,2020,1,18,22,2020-01-18-22,118
323,Saturday 23,11823,0.886111111,10041.88,3704.38,586.19,806.25,786.55,6691.47,11332.52915,4180.491536,661.5310345,909.8746082,887.6426332,7551.502194,Saturday,23,-3.899309992,12.62141483,18.87231525,6.955536855,10.07106521,12.60063181,Saturday,23,10295.64775,3908.625639,556.5055523,807.9055032,923.6589593,6706.447444,323,2020,1,18,23,2020-01-18-23,118
324,Sunday 00,11900,0.999722222,6483.75,3012.09,427.22,821.74,565,3547.07,6485.551542,3012.926924,427.3387052,821.9683245,565.1569881,3548.055571,Sunday,0,9.507967462,33.94035259,32.11389898,22.28881072,19.88653385,-4.984828785,Sunday,0,5409.741473,2463.779725,323.462337,613.6823658,516.0875516,3734.198998,324,2020,1,19,0,2020-01-19-00,119
325,Sunday 07,11907,0.999722222,5057.68,1143.4,189.07,196.79,323.33,2961.1,5059.085301,1143.717699,189.122534,196.8446791,323.4198388,2961.922756,Sunday,7,-25.93757978,-63.14087345,-64.23219659,-52.74949343,-48.02955807,-53.79339836,Sunday,7,9734.543548,2420.540608,528.7507646,534.0459678,436.6854849,6410.17225,325,2020,1,19,7,2020-01-19-07,119
326,Sunday 08,11908,0.975,12296.64,3275.49,456.28,814.78,727,7646.98,12611.93846,3359.476923,467.9794872,835.6717949,745.6410256,7843.05641,Sunday,8,8.197937084,3.154343496,-37.02109519,-18.82190188,-26.77596907,-22.39800888,Sunday,8,17223.76971,4138.403093,743.0733968,810.1178938,689.1453254,10106.77213,326,2020,1,19,8,2020-01-19-08,119
327,Sunday 09,11909,0.684444444,11913.77,3412.64,603.84,593.86,676.64,8297.78,17406.48214,4986,882.2337662,867.6525974,988.5974026,12123.37987,Sunday,9,-16.8465715,-21.47156859,-11.45922182,-12.30745764,-8.750329529,14.27660728,Sunday,9,19075.66576,5685.774258,996.4151935,1104.88976,1188.883514,10608.80276,327,2020,1,19,9,2020-01-19-09,119
328,Sunday 10,11910,0.687777778,11091.86,3343.06,624.96,860.14,599.51,7180.87,16127.09855,4860.668821,908.6655897,1250.607431,871.6623586,10440.68336,Sunday,10,-19.93569335,2.979418984,1.735237536,-13.9301399,-5.762719394,-0.53347352,Sunday,10,17113.28939,5647.352993,893.1670203,1214.424633,1088.702813,10496.68037,328,2020,1,19,10,2020-01-19-10,119
329,Sunday 11,11911,0.691111111,9231.91,3293.42,398.57,726.95,710.57,6692.8,13358.06913,4765.398714,576.7090032,1051.856913,1028.155949,9684.115756,Sunday,11,5.382172402,-11.76641647,-28.87499027,-8.737535624,-15.00003798,-9.79129135,Sunday,11,15715.38247,5221.6415,810.838558,1192.127613,975.6450499,10735.23377,329,2020,1,19,11,2020-01-19-11,119
330,Sunday 12,11912,0.731388889,10294.86,3424.48,480.85,775.76,669.97,6784.69,14075.76757,4682.160273,657.4477782,1060.66692,916.0243069,9276.446639,Sunday,12,-17.06844213,-24.93526265,-16.0357172,-22.2422252,-18.28536772,-10.53723569,Sunday,12,17225.51662,6021.46896,783.0088655,1413.002906,1104.554563,10369.0588,330,2020,1,19,12,2020-01-19-12,119
331,Sunday 13,11913,0.726111111,9671.45,3255.91,504.1,690.34,518.9,7761.92,13319.51798,4484.038256,694.2463657,950.7360367,714.6289212,10689.71385,Sunday,13,-19.13877531,-15.93551054,-25.07873276,-16.84383802,-26.37550895,-4.086951983,Sunday,13,18091.15118,5392.310262,926.6345742,1130.960341,883.7720724,11145.21337,331,2020,1,19,13,2020-01-19-13,119
332,Sunday 14,11914,0.733888889,10108.14,3619.87,555.26,838.79,851.12,7012.82,13773.39288,4932.449659,756.5995458,1142.938683,1159.739591,9555.697199,Sunday,14,-7.844854773,-17.51031345,-15.97315283,-26.96085473,-13.34767904,-6.458491491,Sunday,14,15895.00746,6753.159065,900.4259606,1385.553432,1258.464287,10215.46194,332,2020,1,19,14,2020-01-19-14,119
333,Sunday 15,11915,0.657222222,9763.97,3738.8,673.67,772.85,601.1,7321.12,14856.42096,5688.791209,1025.026205,1175.934066,914.6069315,11139.48943,Sunday,15,-32.79865293,-23.54729377,-11.68421777,-23.08134635,-10.45928845,5.49833835,Sunday,15,16591.80579,7395.853852,1160.637633,1538.119609,1360.994937,10558.92406,333,2020,1,19,15,2020-01-19-15,119
334,Sunday 16,11916,0.501388889,9452.19,3321.81,508.24,783.91,420.68,5728.64,18852.0133,6625.21662,1013.664266,1563.477008,839.0293629,11425.54238,Sunday,16,-40.45310096,-3.681533931,15.76530213,-7.038988627,16.55440168,-3.635615394,Sunday,16,16174.43273,7126.876658,875.6201101,1623.23703,1409.022764,11856.60286,334,2020,1,19,16,2020-01-19-16,119
335,Sunday 17,11917,0.492777778,9646.23,3931.6,493.91,843.62,701.98,7674.97,19575.21308,7978.444194,1002.297632,1711.968433,1424.53664,15574.91094,Sunday,17,6.857747382,9.44089182,-9.93170743,4.271029378,1.06079726,28.86832885,Sunday,17,19369.73941,7651.640385,1112.819622,1564.285894,1333.114983,12085.91054,335,2020,1,19,17,2020-01-19-17,119
336,Sunday 18,11918,0.486666667,10080.44,3925.6,552.86,1036.09,681.47,7327.46,20713.23288,8066.30137,1136.013699,2128.952055,1400.280822,15056.42466,Sunday,18,2.572472253,37.03245615,-1.835191877,11.07274873,1.186693349,9.707990813,Sunday,18,20470.31303,7262.178583,1157.251484,1553.611542,1365.162398,13724.09115,336,2020,1,19,18,2020-01-19-18,119
337,Sunday 19,11919,0.543055556,10720.67,3080.85,286.41,772.33,664.05,8660.51,19741.38721,5673.176471,527.4046036,1422.19335,1222.803069,15947.7422,Sunday,19,-28.52427227,-6.0075328,-56.22812405,-21.70867182,-16.20407483,-1.315127055,Sunday,19,23558.88687,7246.238635,1204.893764,1513.092903,1710.79485,16160.27029,337,2020,1,19,19,2020-01-19-19,119
338,Sunday 20,11920,0.560555556,10803.66,3631.98,735.37,708.65,764.49,7630.24,19273.12983,6479.250743,1311.859267,1264.19227,1363.80773,13611.92468,Sunday,20,-22.1257918,-25.57011413,33.95137342,-15.9802838,2.260656449,-3.232438135,Sunday,20,18847.0625,7711.583705,979.3548458,1698.500884,1751.295791,14066.61945,338,2020,1,19,20,2020-01-19-20,119
339,Sunday 21,11921,0.553055556,10254.26,4327.95,690.15,1086.52,894.28,7023.14,18541.10296,7825.524862,1247.885485,1964.576595,1616.980412,12698.79658,Sunday,21,-24.36678473,47.64792372,59.3415279,10.31664626,3.682347887,15.88368559,Sunday,21,17882.6033,7093.693588,783.151449,1330.581931,2137.92367,10958.22636,339,2020,1,19,21,2020-01-19-21,119
340,Sunday 22,11922,0.733333333,10951.92,4038.74,539.67,776.25,862.11,6853.98,14934.43636,5507.372727,735.9136364,1058.522727,1175.604545,9346.336364,Sunday,22,-19.22431362,-11.01404686,-13.84009091,1.494237106,15.85433116,6.507307133,Sunday,22,12890.70181,5426.291073,854.1253631,1189.539124,1455.394065,8775.300602,340,2020,1,19,22,2020-01-19-22,119
341,Sunday 23,11923,0.999722222,9591.3,4139.66,746.82,840.72,828.35,6116.23,9593.96499,4140.810225,747.0275076,840.9535982,828.5801612,6117.929425,Sunday,23,14.39035824,-0.618721567,59.54964864,24.06132891,40.50868749,38.56661366,Sunday,23,6828.022638,3337.712292,468.2100613,846.189153,724.3444062,4415.154028,341,2020,1,19,23,2020-01-19-23,119
342,Monday 00,12000,0.999722222,4840.3,2415.61,450.91,313.6,726.88,2984.33,4841.644901,2416.281189,451.0352876,313.6871353,727.0819672,2985.159211,Monday,0,52.22919179,-33.48650738,53.5129177,16.40495436,13.26714554,4.086992501,Monday,0,4274.53599,2075.754595,293.8093382,471.614289,477.6232197,2867.946454,342,2020,1,20,0,2020-01-20-00,120
343,Monday 07,12007,0.999722222,11549.79,2449.91,301.47,372.85,678.31,5833.18,11552.99917,2450.59072,301.5537649,372.9535982,678.4984718,5834.800778,Monday,7,-12.57295895,-45.07880818,-46.66803776,-25.88119345,-2.40329001,-25.03584579,Monday,7,11837.48834,3306.300834,565.4278453,679.0704751,776.0739282,7783.454425,343,2020,1,20,7,2020-01-20-07,120
344,Monday 08,12008,0.913055556,13347.41,3730.93,685.46,757.94,708.71,7543.42,14618.39854,4086.202616,750.7319744,830.1137816,776.1959233,8261.73167,Monday,8,-18.50350651,8.645400089,29.07467425,5.549388809,11.03636684,3.70807293,Monday,8,13165.41504,3871.365493,581.6260849,764.0579177,952.428614,7966.334189,344,2020,1,20,8,2020-01-20-08,120
345,Monday 09,12009,0.91,11785.57,3881.07,567.36,758.65,932.49,8453.22,12951.17582,4264.912088,623.4725275,833.6813187,1024.714286,9289.252747,Monday,9,38.91824234,2.970436776,2.533454469,17.10995805,-4.112733483,-0.469258379,Monday,9,13506.66913,3641.801397,608.0674163,809.6317203,737.6383896,9333.048861,345,2020,1,20,9,2020-01-20-09,120
346,Monday 10,12010,0.9175,10751.82,3179.06,417.29,711.9,819.77,7042.52,11718.6049,3464.915531,454.8119891,775.9128065,893.4822888,7675.771117,Monday,10,-6.920264172,-16.46147314,-33.65835598,-15.66871575,-8.009263229,-17.72101921,Monday,10,12738.89667,4108.695323,685.5603231,928.8083423,959.910641,9328.957461,346,2020,1,20,10,2020-01-20-10,120
347,Monday 11,12011,0.922777778,11197.75,3523.09,781.74,433.44,694.85,7334.17,12134.82842,3817.918122,847.1595424,469.7122216,752.9981939,7947.92655,Monday,11,-43.78393168,-43.92096995,27.95015092,-20.62192648,-1.504595624,-15.09550939,Monday,11,12320.19757,4809.789344,662.1012452,837.5897749,1339.471465,9361.020239,347,2020,1,20,11,2020-01-20-11,120
348,Monday 12,12012,0.884444444,9977.31,3455.75,504.9,733.12,978.96,7184.78,11280.87814,3907.255025,570.8668342,828.9045226,1106.864322,8123.494975,Monday,12,2.992449489,-10.02067897,-9.114269736,-11.66999429,-7.238066828,-20.08092214,Monday,12,12161.10721,4423.474213,628.1149225,921.2166898,1074.704337,10164.65053,348,2020,1,20,12,2020-01-20-12,120
349,Monday 13,12013,0.883333333,10507.4,4099.2,676.25,964.11,740.33,7152.99,11895.16981,4640.603774,765.5660377,1091.445283,838.109434,8097.724528,Monday,13,-7.537787374,-0.360149868,13.84807573,10.16882174,-3.959575119,-17.40632715,Monday,13,12385.58641,4212.265957,672.4453029,1095.39033,906.4345425,9804.291599,349,2020,1,20,13,2020-01-20-13,120
350,Monday 14,12014,0.965555556,10445.24,3312.7,579.82,607.9,651.21,7203.5,10817.85501,3430.874568,600.5040276,629.5857307,674.4407365,7460.471807,Monday,14,-35.72247273,-37.4483498,-17.28662864,-23.82835516,-9.851726165,-25.11143056,Monday,14,12000.06894,4504.13612,726.0059864,1006.50539,1049.263662,9962.096837,350,2020,1,20,14,2020-01-20-14,120
351,Monday 15,12015,0.967222222,10904.24,3534.52,409.88,617.42,740.79,9747.82,11273.7691,3654.299828,423.770247,638.3434808,765.8943136,10078.15968,Monday,15,-10.90781448,-42.39742381,-32.57776521,-16.63878556,-5.469061469,14.4989872,Monday,15,11926.00991,4383.693127,628.5318906,1108.185646,859.6649741,8801.964039,351,2020,1,20,15,2020-01-20-15,120
352,Monday 16,12016,0.802222222,9862.46,3805.99,456.09,758.9,1027.99,7820.66,12293.92521,4744.308864,568.533241,945.9972299,1281.427978,9748.745152,Monday,16,-7.810319606,-0.47229364,-9.971206739,-3.858493012,-16.86951016,-11.88019654,Monday,16,14788.70777,4934.714478,631.5015679,950.4863163,1389.990694,11063.05821,352,2020,1,20,16,2020-01-20-16,120
353,Monday 17,12017,0.658888889,10330.85,2860.97,320.22,600.54,676.26,8563.5,15679.19899,4342.112985,486,911.4435076,1026.36425,12996.88027,Monday,17,-43.02712904,-23.64347504,-46.83699064,-35.60778448,-4.924114401,5.696770912,Monday,17,16491.24685,6743.226568,914.1694684,1193.668135,1801.496453,12296.38347,353,2020,1,20,17,2020-01-20-17,120
354,Monday 18,12018,0.614444444,10327.68,3780.36,601.5,786.45,937.61,8295.35,16808.15913,6152.484629,978.9330922,1279.936709,1525.947559,13500.56962,Monday,18,-22.16123096,-15.52691093,-1.796042442,-13.81905768,-8.955125683,-2.578857105,Monday,18,18461.40077,7139.031512,996.8367025,1515.200548,1960.395286,13857.94625,354,2020,1,20,18,2020-01-20-18,120
355,Monday 19,12019,0.598888889,11160.91,3567.94,631.01,831.22,736.74,9390.39,18636.02783,5957.599258,1053.634508,1387.93692,1230.178108,15679.68646,Monday,19,-33.3636554,-6.893659,0.839617535,-21.73741112,-6.600710837,5.864213226,Monday,19,19953.07244,7612.320705,1044.861667,1490.700746,1846.106828,14811.1302,355,2020,1,20,19,2020-01-20-19,120
356,Monday 20,12020,0.548611111,12545.05,4088.57,641.23,1030.35,888.8,9239.38,22866.92658,7452.583291,1168.824304,1878.106329,1620.091139,16841.40152,Monday,20,1.856721795,-3.88311508,5.368522951,-10.56249147,4.287288068,6.921674486,Monday,20,21926.85897,8332.726854,1109.272742,1953.981687,1590.558886,15751.15766,356,2020,1,20,20,2020-01-20-20,120
