,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
72,Sunday 00,10500,0.999444444,6888.79,3629.45,382.34,863.39,712.66,5084.82,6892.619233,3631.467482,382.5525292,863.8699277,713.0561423,5087.64647,Sunday,0,38.16573179,40.76825013,18.26802857,47.39416212,27.41125001,36.2446531,Sunday,0,5409.741473,2463.779725,323.462337,613.6823658,516.0875516,3734.198998,72,2020,1,5,0,2020-01-05-00,105
73,Sunday 07,10507,0.999722222,4544,1185.31,402.98,209.83,232.78,1931.95,4545.262573,1185.639344,403.09197,209.8883023,232.8446791,1932.486802,Sunday,7,-46.67908892,-60.69845763,-23.7652223,-51.01758094,-53.30790241,-69.85281009,Sunday,7,9734.543548,2420.540608,528.7507646,534.0459678,436.6854849,6410.17225,73,2020,1,5,7,2020-01-05-07,105
74,Sunday 08,10508,0.999722222,8324.86,2860.69,571.26,541.14,977.32,6146.57,8327.173104,2861.484857,571.4187274,541.2903584,977.5915532,6148.277855,Sunday,8,41.85564599,-33.18375479,-23.10063448,-30.85533737,-51.65301648,-39.166751,Sunday,8,17223.76971,4138.403093,743.0733968,810.1178938,689.1453254,10106.77213,74,2020,1,5,8,2020-01-05-08,105
75,Sunday 09,10509,0.907222222,11319.67,3956.7,529.32,857.07,1218.37,7598.88,12477.28475,4361.334966,583.4513166,944.7189222,1342.967544,8375.985303,Sunday,9,12.96039762,-14.4965447,-41.44495985,-23.2939127,-34.59056732,-21.04683733,Sunday,9,19075.66576,5685.774258,996.4151935,1104.88976,1188.883514,10608.80276,75,2020,1,5,9,2020-01-05-09,105
76,Sunday 10,10510,0.739444444,11184.29,4057.27,863.97,571.19,1090.62,7522.23,15125.26071,5486.916604,1168.404207,772.458302,1474.918107,10172.81292,Sunday,10,35.47481363,-36.39306377,30.81586992,-2.84091307,-11.61687061,-3.085427359,Sunday,10,17113.28939,5647.352993,893.1670203,1214.424633,1088.702813,10496.68037,76,2020,1,5,10,2020-01-05-10,105
77,Sunday 11,10511,0.752222222,10451.27,3765.91,518.43,838.89,831.35,7116.88,13893.85968,5006.379616,689.1979321,1115.215657,1105.192024,9461.140325,Sunday,11,13.27808445,-6.451654578,-15.00183048,-4.122494509,-11.59069975,-11.86833443,Sunday,11,15715.38247,5221.6415,810.838558,1192.127613,975.6450499,10735.23377,77,2020,1,5,11,2020-01-05-11,105
78,Sunday 12,10512,0.715,9923.07,4174.07,624.87,1077.06,1005.98,7623.69,13878.41958,5837.86014,873.9440559,1506.377622,1406.965035,10662.5035,Sunday,12,27.37850005,6.608246613,11.61355821,-3.04923635,-19.43104009,2.830003168,Sunday,12,17225.51662,6021.46896,783.0088655,1413.002906,1104.554563,10369.0588,78,2020,1,5,12,2020-01-05-12,105
79,Sunday 13,10513,0.701111111,9854.08,4078.13,619.27,691.67,946.91,6827.6,14054.9477,5816.667195,883.2694136,986.5340729,1350.584786,9738.256735,Sunday,13,52.82048712,-12.77023278,-4.679855663,7.869668334,-22.31037393,-12.62386448,Sunday,13,18091.15118,5392.310262,926.6345742,1130.960341,883.7720724,11145.21337,79,2020,1,5,13,2020-01-05-13,105
80,Sunday 14,10514,0.651666667,9815.77,4131.23,568.19,811.75,919.63,7235.16,15062.56266,6339.483376,871.9028133,1245.652174,1411.196931,11102.54731,Sunday,14,12.13643054,-10.09713913,-3.16773933,-6.125661855,-5.237146351,8.683751951,Sunday,14,15895.00746,6753.159065,900.4259606,1385.553432,1258.464287,10215.46194,80,2020,1,5,14,2020-01-05-14,105
81,Sunday 15,10515,0.645555556,8751.02,4436.9,705.82,759.97,1025.74,6715.66,13555.7969,6872.994836,1093.35284,1177.234079,1588.92599,10402.91566,Sunday,15,16.74738428,-23.46277413,-5.797226572,-7.069623411,-18.29824268,-1.477502811,Sunday,15,16591.80579,7395.853852,1160.637633,1538.119609,1360.994937,10558.92406,81,2020,1,5,15,2020-01-05-15,105
82,Sunday 16,10516,0.581111111,8586.94,4305.32,530.63,555.77,1224.05,6876.77,14776.76099,7408.772467,913.1300191,956.3919694,2106.395793,11833.82983,Sunday,16,49.49338272,-41.0811883,4.283810823,3.95539059,-8.641241155,-0.192070473,Sunday,16,16174.43273,7126.876658,875.6201101,1623.23703,1409.022764,11856.60286,82,2020,1,5,16,2020-01-05-16,105
83,Sunday 17,10517,0.436111111,10298.5,5221.16,659.89,879.09,823.4,7977.79,23614.3949,11972.08662,1513.123567,2015.747771,1888.050955,18293.02166,Sunday,17,41.62701493,28.86057328,35.97204234,56.46431381,21.91384923,51.35824148,Sunday,17,19369.73941,7651.640385,1112.819622,1564.285894,1333.114983,12085.91054,83,2020,1,5,17,2020-01-05-17,105
84,Sunday 18,10518,0.522222222,10607.57,4846.8,726.15,1064.19,1124.82,6696.66,20312.36809,9281.106383,1390.5,2037.810638,2153.910638,12823.39149,Sunday,18,57.77687998,31.16603368,20.15538709,27.80058045,-0.771580523,-6.562909342,Sunday,18,20470.31303,7262.178583,1157.251484,1553.611542,1365.162398,13724.09115,84,2020,1,5,18,2020-01-05-18,105
85,Sunday 19,10519,0.549444444,12341.1,4248,784.17,773.45,1035.05,6432.96,22461.05157,7731.445905,1427.205258,1407.694641,1883.811931,11708.11729,Sunday,19,10.11325707,-6.965749529,18.45071332,6.695988009,-4.659962532,-27.54999092,Sunday,19,23558.88687,7246.238635,1204.893764,1513.092903,1710.79485,16160.27029,85,2020,1,5,19,2020-01-05-19,105
86,Sunday 20,10520,0.4925,10181.88,3756.55,857.65,611.25,772.44,6636.82,20673.86802,7627.51269,1741.42132,1241.116751,1568.406091,13475.77665,Sunday,20,-10.44310736,-26.9286956,77.81311108,-1.090191294,9.692786464,-4.200318361,Sunday,20,18847.0625,7711.583705,979.3548458,1698.500884,1751.295791,14066.61945,86,2020,1,5,20,2020-01-05-20,105
87,Sunday 21,10521,0.566388889,10580.74,4502.82,565.44,950.48,1304.98,8075.33,18681.0515,7950.050025,998.324669,1678.140265,2304.035311,14257.57136,Sunday,21,7.769764819,26.1207766,27.47530126,12.07208102,4.464943856,30.10838512,Sunday,21,17882.6033,7093.693588,783.151449,1330.581931,2137.92367,10958.22636,87,2020,1,5,21,2020-01-05-21,105
88,Sunday 22,10522,0.711388889,10755.11,4079.38,665.06,899.04,934.81,7427.9,15118.46779,5734.38813,934.8754393,1263.781335,1314.063257,10441.4057,Sunday,22,-9.71082759,6.241258496,9.45412461,5.677857176,17.28196036,18.98630229,Sunday,22,12890.70181,5426.291073,854.1253631,1189.539124,1455.394065,8775.300602,88,2020,1,5,22,2020-01-05-22,105
89,Sunday 23,10523,0.999444444,8352.32,4913.83,903.83,867.25,1252.16,6376.28,8356.962757,4916.561423,904.3324069,867.7320734,1252.856031,6379.824347,Sunday,23,72.96413424,2.545875267,93.14672659,47.30333211,22.39213606,44.49834153,Sunday,23,6828.022638,3337.712292,468.2100613,846.189153,724.3444062,4415.154028,89,2020,1,5,23,2020-01-05-23,105
90,Monday 00,10600,0.999444444,4959.97,2755.92,360.15,762.2,599.7,2997.5,4962.727071,2757.451918,360.3501946,762.6236798,600.0333519,2999.166203,Monday,0,25.62901615,61.70495627,22.64763153,32.84094006,16.09978444,4.575390481,Monday,0,4274.53599,2075.754595,293.8093382,471.614289,477.6232197,2867.946454,90,2020,1,6,0,2020-01-06-00,106
91,Monday 07,10607,0.999444444,9304.87,3033.52,496.82,623.64,517.88,5666.42,9310.042246,3035.206226,497.0961645,623.9866593,518.167871,5669.569761,Monday,7,-33.23215068,-8.111649354,-12.08495148,-8.199332801,-21.35120241,-27.15869521,Monday,7,11837.48834,3306.300834,565.4278453,679.0704751,776.0739282,7783.454425,91,2020,1,6,7,2020-01-06-07,106
92,Monday 08,10608,0.999444444,12648.96,3492.87,504.88,671.65,887.94,7895.47,12655.99111,3494.811562,505.1606448,672.0233463,888.4335742,7899.85881,Monday,8,-6.719142917,-12.04549671,-13.14683816,-9.726643781,-3.869410359,-0.834453798,Monday,8,13165.41504,3871.365493,581.6260849,764.0579177,952.428614,7966.334189,92,2020,1,6,8,2020-01-06-08,106
93,Monday 09,10609,0.999444444,12211.04,3208.79,705.45,575.36,783.61,7689.38,12217.82768,3210.573652,705.8421345,575.6798221,784.0455809,7693.654252,Monday,9,6.291319962,-28.89608847,16.07958518,-11.84105605,-9.542259706,-17.56547762,Monday,9,13506.66913,3641.801397,608.0674163,809.6317203,737.6383896,9333.048861,93,2020,1,6,9,2020-01-06-09,106
94,Monday 10,10610,0.999722222,12441.35,3921.75,641.6,748.86,1023.17,7190.9,12444.80689,3922.839678,641.7782717,749.0680745,1023.454293,7192.898027,Monday,10,6.619746583,-19.35170688,-6.386316406,-4.523471085,-2.308596955,-22.89708623,Monday,10,12738.89667,4108.695323,685.5603231,928.8083423,959.910641,9328.957461,94,2020,1,6,10,2020-01-06-10,106
95,Monday 11,10611,0.999166667,10652.48,3849.08,613.38,835.1,833.45,8176.1,10661.36447,3852.290242,613.8915763,835.7964971,834.1451209,8182.919099,Monday,11,-37.72580135,-0.21409977,-7.281313731,-19.90729809,-13.46433846,-12.58517886,Monday,11,12320.19757,4809.789344,662.1012452,837.5897749,1339.471465,9361.020239,95,2020,1,6,11,2020-01-06-11,106
96,Monday 12,10612,0.9775,10914.96,3964.09,532.66,999.39,912.79,8260.06,11166.19949,4055.335038,544.9207161,1022.393862,933.8005115,8450.189258,Monday,12,-13.11093859,10.98299382,-13.24506127,-8.322399026,-8.181061987,-16.86689837,Monday,12,12161.10721,4423.474213,628.1149225,921.2166898,1074.704337,10164.65053,96,2020,1,6,12,2020-01-06-12,106
97,Monday 13,10613,0.9775,11324.63,4289.44,753.63,871.34,835.98,8042.61,11585.29923,4388.173913,770.9769821,891.3964194,855.2225064,8227.734015,Monday,13,-5.649832797,-18.62294242,14.65274257,4.176088543,-6.461439531,-16.08028043,Monday,13,12385.58641,4212.265957,672.4453029,1095.39033,906.4345425,9804.291599,97,2020,1,6,13,2020-01-06-13,106
98,Monday 14,10614,0.995277778,10126.54,3989.61,744.15,748.45,900.97,7723.82,10174.58666,4008.539213,747.6807145,752.0011164,905.244767,7760.466648,Monday,14,-13.72571073,-25.2859325,2.985475118,-11.00315119,-15.21226492,-22.10006813,Monday,14,12000.06894,4504.13612,726.0059864,1006.50539,1049.263662,9962.096837,98,2020,1,6,14,2020-01-06-14,106
99,Monday 15,10615,0.941111111,9636.72,3864.37,465.27,947.02,937.45,7887.93,10239.72609,4106.178276,494.3837072,1006.27863,996.1097993,8381.507674,Monday,15,15.87186047,-9.195843269,-21.34309896,-6.330617641,-14.13954735,-4.776847113,Monday,15,11926.00991,4383.693127,628.5318906,1108.185646,859.6649741,8801.964039,99,2020,1,6,15,2020-01-06-15,106
100,Monday 16,10616,0.857222222,9785.69,3622.12,829.96,656.18,970.68,7387.64,11415.58134,4225.415424,968.1970188,765.4724563,1132.355152,8618.11536,Monday,16,-18.53505512,-19.46517871,53.31664528,-14.37365943,-22.80879767,-22.10006315,Monday,16,14788.70777,4934.714478,631.5015679,950.4863163,1389.990694,11063.05821,100,2020,1,6,16,2020-01-06-16,106
101,Monday 17,10617,0.693333333,10809.15,3612.14,481.11,764.19,856.9,8278.62,15590.12019,5209.817308,693.9086538,1102.197115,1235.913462,11940.31731,Monday,17,-31.39517652,-7.66301932,-24.09409001,-22.73999316,-5.464272441,-2.895698284,Monday,17,16491.24685,6743.226568,914.1694684,1193.668135,1801.496453,12296.38347,101,2020,1,6,17,2020-01-06-17,106
102,Monday 18,10618,0.617777778,10313.5,4446.91,728.6,824.66,1272.23,8236.33,16694.51439,7198.235612,1179.388489,1334.881295,2059.365108,13332.18885,Monday,18,5.048462568,-11.9006856,18.31310848,0.829301558,-9.570705968,-3.793905629,Monday,18,18461.40077,7139.031512,996.8367025,1515.200548,1960.395286,13857.94625,102,2020,1,6,18,2020-01-06-18,106
103,Monday 19,10619,0.443333333,11930.28,4124.11,690.4,929.82,895.12,6925.59,26910.40602,9302.503759,1557.293233,2097.338346,2019.067669,15621.63158,Monday,19,9.368950833,40.69479411,49.04300568,22.20325601,34.86848248,5.472245317,Monday,19,19953.07244,7612.320705,1044.861667,1490.700746,1846.106828,14811.1302,103,2020,1,6,19,2020-01-06-19,106
104,Monday 20,10620,0.455,10529.72,4262.16,678.98,821.1,677.33,7512.12,23142.24176,9367.384615,1492.263736,1804.615385,1488.637363,16510.15385,Monday,20,-6.407906304,-7.644201737,34.52631438,12.41679679,5.542895067,4.818669234,Monday,20,21926.85897,8332.726854,1109.272742,1953.981687,1590.558886,15751.15766,104,2020,1,6,20,2020-01-06-20,106
105,Monday 21,10621,0.474722222,10807.83,5136.33,979.38,987.54,1032.64,6911.25,22766.64014,10819.6536,2063.059099,2080.248098,2175.251024,14558.51375,Monday,21,5.328157059,29.57780903,51.04860247,23.52644694,9.482221164,-4.85242325,Monday,21,20794.82851,8758.977423,1365.824685,1605.404594,2065.21322,15300.98217,105,2020,1,6,21,2020-01-06-21,106
106,Monday 22,10622,0.670277778,12132.59,5408.52,892,983.42,1488.26,7416.7,18100.83879,8069.072524,1330.791546,1467.18276,2220.363034,11065.11397,Monday,22,28.65322418,-16.49262123,60.73545489,15.17067971,12.06996796,-7.72696952,Monday,22,16151.37322,7006.186422,827.9390174,1756.949843,1725.85106,11991.70972,106,2020,1,6,22,2020-01-06-22,106
107,Monday 23,10623,0.999722222,10420.08,4204.42,769.71,885.38,1118.87,7378.08,10422.97527,4205.588219,769.9238677,885.6260072,1119.180884,7380.130036,Monday,23,29.4749471,14.21573491,72.36830014,17.05106457,30.82998204,25.25227588,Monday,23,7966.809372,3592.951704,446.6737022,775.3975474,864.3995682,5892.212325,107,2020,1,6,23,2020-01-06-23,106
108,Tuesday 00,10700,0.999722222,5033.75,2844.82,374.95,459.14,912.11,4025.36,5035.148652,2845.610447,375.0541817,459.2675743,912.3634343,4026.478466,Tuesday,0,107.5778739,-7.994720799,33.42802693,41.4231922,22.88199552,50.28368868,Tuesday,0,4097.547921,2012.124322,281.0910049,499.1752412,439.5282682,2679.251821,108,2020,1,7,0,2020-01-07-00,107
109,Tuesday 07,10707,0.999444444,9261.52,2527.91,285.09,574.27,627.85,6011.43,9266.668149,2529.315175,285.2484714,574.5892162,628.1989994,6014.77154,Tuesday,7,-25.31878439,-30.99920981,-51.92939522,-34.19562627,-30.9679818,-35.29564056,Tuesday,7,13423.7248,3843.688545,593.3948048,832.7284581,841.1740413,9295.7748,109,2020,1,7,7,2020-01-07-07,107
110,Tuesday 08,10708,0.951388889,12465.95,3681.22,649.95,864.88,701.99,8798.67,13102.89635,3869.311533,683.1591241,909.0709489,737.8581022,9248.23708,Tuesday,8,-25.92540262,-4.976114182,-19.53864781,-13.04841957,-15.90261857,-6.728840486,Tuesday,8,15580.62347,4449.961132,849.0525022,956.6762515,996.1014009,9915.430588,110,2020,1,7,8,2020-01-07-08,107
111,Tuesday 09,10709,0.965277778,10840.06,3603.97,482.11,683.45,720.34,7973.64,11229.99022,3733.609209,499.4520863,708.0345324,746.2515108,8260.461583,Tuesday,9,-37.8870831,-15.55416054,-29.01253398,-13.86304819,-21.63405111,-20.38906272,Tuesday,9,14330.19108,4334.50352,703.5778488,838.4480951,1201.443352,10376.0386,111,2020,1,7,9,2020-01-07-09,107
112,Tuesday 10,10710,0.996388889,10770.58,3608.49,713.02,1050.52,605.04,7375.04,10809.61472,3621.567884,715.604126,1054.327293,607.2327851,7401.768609,Tuesday,10,-44.62304544,3.4369565,-9.260694277,-21.30585234,-18.0043712,-34.18287727,Tuesday,10,13183.15973,4602.080322,788.6374271,1019.294582,1096.544203,11245.962,112,2020,1,7,10,2020-01-07-10,107
113,Tuesday 11,10711,0.999722222,12022.45,4098.61,664.89,822.19,1173.59,8732.73,12025.7905,4099.748819,665.074743,822.4184496,1173.916088,8735.156432,Tuesday,11,6.205444526,13.38814497,-12.22735501,-6.273696785,-3.78069319,-11.27337274,Tuesday,11,12498.31338,4374.171048,757.7243947,725.3125535,1105.325714,9845.022517,113,2020,1,7,11,2020-01-07-11,107
114,Tuesday 12,10712,0.946944444,11763.27,4041.92,663.03,891.55,840.56,9323.66,12422.34438,4268.381344,700.1783514,941.5019067,887.6550308,9846.047521,Tuesday,12,-24.06011459,4.947362924,-0.608157668,-12.18817081,-6.459086874,-2.45044134,Tuesday,12,13280.11879,4860.827274,704.4625947,897.1182129,1168.891717,10093.37987,114,2020,1,7,12,2020-01-07-12,107
115,Tuesday 13,10713,0.896666667,10659.41,4461.82,633.84,745.58,1557.94,8726.51,11887.81784,4976.007435,706.8847584,831.5018587,1737.479554,9732.167286,Tuesday,13,87.191931,-21.57208419,9.029972266,13.9201037,-4.311048176,1.953516578,Tuesday,13,12423.39645,4367.980079,648.3398497,1060.211597,928.1807953,9545.690637,115,2020,1,7,13,2020-01-07-13,107
116,Tuesday 14,10714,0.954444444,8781.58,5254.57,675.78,683.06,1981.21,7637.81,9200.724098,5505.370198,708.0349243,715.6623981,2075.772992,8002.362049,Tuesday,14,157.2953386,-14.33517772,8.146225095,35.26984389,-20.41392757,-18.55225332,Tuesday,14,11560.72139,4069.916871,654.701469,835.4215641,806.7666531,9825.148485,116,2020,1,7,14,2020-01-07-14,107
117,Tuesday 15,10715,0.860833333,11771.42,4505.3,581.24,807.58,1250.94,8946.46,13674.44724,5233.649564,675.2061955,938.1374637,1453.173282,10392.78993,Tuesday,15,33.78350101,-5.515284194,-4.661323618,19.38379083,7.387561207,7.727745944,Tuesday,15,12733.73479,4383.886228,708.2185543,992.8986458,1086.212628,9647.273171,117,2020,1,7,15,2020-01-07-15,107
118,Tuesday 16,10716,0.801111111,10999.43,4336.46,471.21,976.04,1089.77,7334.57,13730.21775,5413.056865,588.1955617,1218.357836,1360.323162,9155.496533,Tuesday,16,47.56998643,-4.833909025,-28.33430391,9.309635645,-12.95238905,-16.10930738,Tuesday,16,15773.22755,4952.039986,820.7491085,1280.24365,921.8156044,10913.60227,118,2020,1,7,16,2020-01-07-16,107
119,Tuesday 17,10717,0.701111111,10988.59,3822.41,499.73,859.98,1026.61,7841.12,15673.10777,5451.931854,712.7686212,1226.59588,1464.26149,11183.84786,Tuesday,17,9.991394861,-10.0356503,-31.10126285,-8.053517146,-9.398906217,-15.74456124,Tuesday,17,17299.0271,5929.462101,1034.516235,1363.424383,1331.250951,13273.73998,119,2020,1,7,17,2020-01-07-17,107
120,Tuesday 18,10718,0.634166667,11011.83,3976.25,421.07,933.29,1159.84,7654.26,17364.2523,6270.039422,663.9737188,1471.679369,1828.919842,12069.79238,Tuesday,18,27.32224387,29.86960356,-34.43786031,-4.988065841,-15.34552709,-18.62563104,Tuesday,18,20511.91355,6599.212486,1012.73955,1133.197707,1436.449584,14832.42516,120,2020,1,7,18,2020-01-07-18,107
121,Tuesday 19,10719,0.560555556,10054.95,3524.4,471.35,945.48,879.22,9132.06,17937.47275,6287.333994,840.8622398,1686.683845,1568.479683,16291.08821,Tuesday,19,-12.01964141,3.752079163,-39.47353703,-19.44349858,-14.11901984,0.130769932,Tuesday,19,20886.43226,7804.874694,1389.247279,1625.68679,1782.761184,16269.81218,121,2020,1,7,19,2020-01-07-19,107
122,Tuesday 20,10720,0.345833333,9901.42,6109.58,470.93,868.24,855.93,7984.88,28630.61205,17666.25542,1361.725301,2510.573494,2474.978313,23088.80964,Tuesday,20,11.96698697,77.64593801,19.85345583,118.4883032,25.44510193,49.38308744,Tuesday,20,22823.22036,8085.675601,1136.158563,1413.245652,2210.453617,15456.10687,122,2020,1,7,20,2020-01-07-20,107
123,Tuesday 21,10721,0.535277778,11212,4280.03,782.33,672.73,776.34,7984.69,20946.13389,7995.904515,1461.540218,1256.786715,1450.349766,14916.90919,Tuesday,21,-20.44195109,-46.69345996,13.99311829,-20.43130811,-12.48708306,-11.16766466,Tuesday,21,23934.9054,10049.05865,1282.13022,2357.659518,1823.008214,16792.2065,123,2020,1,7,21,2020-01-07-21,107
124,Tuesday 22,10722,0.625833333,10506.65,4471.97,633.33,1090.93,1126.79,7138.22,16788.25566,7145.624501,1011.978695,1743.163782,1800.463382,11405.94407,Tuesday,22,25.14060218,46.70895142,22.48177479,19.17886964,-3.645198786,-3.540343731,Tuesday,22,17423.37221,5995.714276,826.2279811,1188.178202,1438.752372,11824.57466,124,2020,1,7,22,2020-01-07-22,107
125,Tuesday 23,10723,0.913888889,10421.47,4668.96,944.72,947.34,1106.78,7384.7,11403.43222,5108.892401,1033.73617,1036.60304,1211.066261,8080.522796,Tuesday,23,46.50110871,25.18742907,65.43544645,41.51499871,23.16036341,27.48160981,Tuesday,23,9259.011506,3610.141998,624.8577269,828.0408402,826.6601339,6338.579195,125,2020,1,7,23,2020-01-07-23,107
126,Wednesday 00,10800,0.999722222,6359.85,3603.79,938.11,615.87,653.15,4290.89,6361.617116,3604.791331,938.3706585,616.0411225,653.331481,4292.082245,Wednesday,0,32.9597815,38.46752524,212.791343,80.52174019,65.992288,46.07197672,Wednesday,0,3832.477516,1996.873799,299.9989224,444.899352,491.3752667,2938.333787,126,2020,1,8,0,2020-01-08-00,108
127,Wednesday 07,10807,0.999722222,9850.19,2811.04,473.3,529.51,681.78,6524.1,9852.926924,2811.821061,473.4315088,529.657127,681.969436,6525.912754,Wednesday,7,-23.42477226,-41.20078451,-40.50581767,-35.7659647,-32.15142126,-41.24094473,Wednesday,7,14521.93562,4377.462896,795.7610142,900.7894451,890.5875387,11106.22477,127,2020,1,8,7,2020-01-08-07,108
128,Wednesday 08,10808,0.949444444,12823.39,3381.07,447.06,673.07,708.14,9164.5,13506.20363,3561.103569,470.8648332,708.9093037,745.846694,9652.486834,Wednesday,8,-19.51961102,-31.37311921,-24.3445049,-15.74339436,-14.3191448,-3.759623724,Wednesday,8,15763.38564,4226.497783,622.3802153,1032.990711,926.743401,10029.56057,128,2020,1,8,8,2020-01-08-08,108
